1000000 989511.8503826667 9340.566657318359 977220.600295 991466.633425 999848.317428
2000000 1999824.401336667 16.57605014825854 1999847.27667 1999817.40073 1999808.52661
3000000 2948594.7852733335 72130.02006905597 2846587.53756 2999570.96452 2999625.85374
4000000 3932430.0806433335 95084.07128734977 3999717.95085 3999611.37954 3797960.91154
5000000 4999501.770306666 206.663398695925 4999752.31192 4999246.16794 4999506.83106
6000000 5930504.567926667 97409.37176415327 5999084.30523 5999682.05299 5792747.34556
7000000 6992515.458936666 604.6828065485844 6992576.01 6991746.4601 6993223.90671
8000000 6698214.48937 779762.7717098013 5812920.30977 6949953.9459 6183034.64389 7846949.05792
9000000 7018123.1034699995 39769.36740480839 7048993.02246 6971709.4437 7065255.0214 6986534.92632
10000000 6151495.960396666 84865.1852184899 6178426.59913 6239318.37482 6036742.90724
11000000 5915100.10951 15111.901378514507 5895372.05625 5917846.7433 5932081.52898
