1000000 0.0010000000000000002 2.168404344971009e-19 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001
2000000 0.001 0.0 0.001 0.001 0.001
3000000 0.001 0.0 0.001 0.001 0.001
4000000 0.001 0.0 0.001 0.001 0.001
5000000 0.001 0.0 0.001 0.001 0.001
6000000 0.001 0.0 0.001 0.001 0.001
7000000 0.001 0.0 0.001 0.001 0.001
8000000 0.001 0.0 0.001 0.001 0.001
9000000 0.001 0.0 0.001 0.001 0.001 0.001 0.001 0.001
10000000 0.001 0.0 0.001 0.001 0.001 0.001 0.001 0.001
11000000 0.001 0.0 0.001 0.001 0.001
