1000000 21.0 0.0 21.0 21.0 21.0
2000000 21.0 0.0 21.0 21.0 21.0 21.0 21.0 21.0
3000000 21.333333333333332 0.4714045207910317 21.0 22.0 21.0
4000000 20.666666666666668 0.9428090415820634 22.0 20.0 20.0
5000000 20.333333333333332 0.4714045207910317 20.0 21.0 20.0
6000000 21.333333333333332 0.4714045207910317 21.0 21.0 22.0
7000000 21.0 0.0 21.0 21.0 21.0
8000000 22.333333333333332 0.9428090415820634 23.0 23.0 21.0
9000000 21.0 0.0 21.0 21.0 21.0
10000000 20.8 0.39999999999999997 21.0 20.0 21.0 21.0 21.0
11000000 20.6 0.7999999999999999 22.0 20.0 21.0 20.0 20.0
