1000000 1410260.3333333333 160943.82044745373 1636110.0 1272875.0 1321796.0
2000000 2279395.8333333335 298638.23519737984 2939284.0 2211728.0 2115073.0 2205156.0 2106243.0 2098891.0
3000000 3376368.6666666665 668354.1535405379 4320525.0 2942664.0 2865917.0
4000000 4085898.0 990023.2459112597 5484960.0 3433145.0 3339589.0
5000000 4867137.0 1421682.1885611424 6873963.0 3757623.0 3969825.0
6000000 5692554.666666667 2111062.558622448 8677981.0 4182524.0 4217159.0
7000000 6451932.0 2925109.190649926 10587159.0 4287784.0 4480853.0
8000000 7810371.333333333 4209842.16403302 13763116.0 4922202.0 4745796.0
9000000 8294408.333333333 4717748.18733474 14966288.0 4973903.0 4943034.0
10000000 4538275.6 121501.47631136011 4506589.0 4745370.0 4556390.0 4367801.0 4515228.0
11000000 4698005.8 345402.36753178167 4303141.0 5277275.0 4391317.0 4717266.0 4801030.0
