1000000 0.9870016780925522 0.019381867607659323 0.9984913940462029 0.9985039671267546 0.9985317923727264 0.9985164670213804 0.9446471974536226 0.99845350647539 0.9985143091694695 0.9668631841905457 0.9985345426913157 0.9985173356107633 0.9574447628599033
2000000 0.9865657926173869 0.016908810796653552 0.9985192728234649 0.9985249817363793 0.9626531232923166
3000000 0.9858166274253833 0.01799480606873631 0.9985551081353972 0.9603681339383066 0.9985266402024463
4000000 0.9895785556847608 0.012675024461874521 0.9716533885839206 0.9985155273455174 0.9985667511248445
5000000 0.979062503065281 0.02750003824779086 0.9985090104833381 0.9985069226843486 0.9401715760281564
6000000 0.9839462263747705 0.018646866962762673 0.9984950760824528 0.957624316111356 0.9957192869305027
7000000 0.9863600031710016 0.017261078266913907 0.9619491522272695 0.9985666764264791 0.998564180859256
8000000 0.998518806605439 3.182744148347064e-05 0.9984810038674763 0.9985165491984876 0.998558866750353
9000000 0.8732981396770212 0.057509708679868175 0.9986162575074208 0.8445301037036139 0.8582916401518841 0.8571859648921037 0.8220549259082208 0.8591099458988825
10000000 0.6289319955353719 0.013235315599859474 0.6305178684612239 0.6426961923708638 0.6406795945462553 0.6373812442584393 0.6141490056883144 0.6081680678871351
11000000 0.4664127564045173 0.00963570131837873 0.45279145641423574 0.4728839218247873 0.47356289097452886
