1000000 13707557.666666666 30152.2672042345 13750135.0 13684240.0 13688298.0
2000000 26570129.333333332 43174.15392209659 26601828.0 26599473.0 26509087.0
3000000 39022876.666666664 49867.206955629226 38973915.0 39091314.0 39003401.0
4000000 51302840.333333336 167245.5272034369 51521807.0 51270796.0 51115918.0
5000000 63236956.666666664 78849.06032977748 63321115.0 63258232.0 63131523.0
6000000 75338947.66666667 85004.02133363391 75237880.0 75445851.0 75333112.0
7000000 85905377.66666667 73017.20235822667 85802118.0 85956417.0 85957598.0
8000000 62285522.5 13954567.89896802 79469586.0 72495192.0 50034714.0 47142598.0
9000000 88915511.25 811971.159662206 88451359.0 88213601.0 88708219.0 90288866.0
10000000 90615187.0 675918.3334590059 89976974.0 90318005.0 91550582.0
11000000 92954831.33333333 313427.6716525769 92889539.0 93367159.0 92607796.0
