1000000 10.0090918541 0.00014034858397511603 10.0089571476 10.0090329647 10.00928545
2000000 10.009316007299999 0.00021981343579365652 10.0090479851 10.009403944 10.0097494125 10.0092175007 10.0092184544 10.0092587471
3000000 10.0091058413 0.00012968820389820687 10.0089821815 10.0090503693 10.0092849731
4000000 10.009134451533333 0.0001049853237035114 10.0092105865 10.0089859962 10.0092067719
5000000 10.009251117733333 4.3047589622508095e-05 10.0092701912 10.0091915131 10.0092916489
6000000 10.009057521833334 0.0001548591910644446 10.008941412 10.0092763901 10.0089547634
7000000 10.009178002666667 0.00010447092043408891 10.009291172 10.0092036724 10.0090391636
8000000 10.009160916033332 0.00014236368231559043 10.008961916 10.0092868805 10.0092339516
9000000 10.009149392433331 0.00015160939770247908 10.0091776848 10.0089511871 10.0093193054
10000000 10.00928497312 0.00016896562369457042 10.0093216896 10.0093257427 10.0089731216 10.0093154907 10.009488821
11000000 10.009287834159998 6.304520305809961e-05 10.0093033314 10.0093097687 10.0093860626 10.0092322826 10.0092077255
